Doctor_Name,Specialization,Experience,Hospital_Name,City,City_Tier,Patient_Rating(%),Source,Consultation_Fee(₹)
Dr. Arnab Karmakar,Orthopedist,16,Sl Artemis Medical Centre Pvt Ltd,Kolkata,Metro,75.0,Practo,1200
Dr. Chinmoy Biswas,Orthopedist,30,Sl Artemis Medical Centre Pvt Ltd,Kolkata,Metro,50.0,Practo,1400
Dr. Sugata Biswas,Orthopedist,23,Baine Hospital,Kolkata,Metro,95.0,Practo,500
Dr. Malay Kumar Mandal,Orthopedist,33,Techno India Dama Healthcare & Medical Centre,Kolkata,Metro,90.0,Practo,500
Dr. Somnath Ghatak,Orthopedist,26,Baine Hospital,Kolkata,Metro,100.0,Practo,600
Dr. Rajeev Raman,Orthopedist,23,Techno India Dama Healthcare & Medical Centre,Kolkata,Metro,50.0,Practo,1000
Dr. Pratik Gupta,Orthopedist,24,Baine Hospital,Kolkata,Metro,95.0,Practo,700
Dr. V Singaravadivelu,Orthopedist,38,Noble Hospital,Chennai,Metro,98.0,Practo,750
Dr. B.Pasupathy,Orthopedist,36,RPS Hospitals,Chennai,Metro,92.0,Practo,500
Dr. Ravi Kirubanandan,Orthopedist,25,Prime Indian Hospitals,Chennai,Metro,97.0,Practo,500
Dr. Anand M,Orthopedist,21,MGM Healthcare Malar Hospitals,Chennai,Metro,92.0,Practo,800
Dr. Barani Rathinavelu,Orthopedist,23,VS Hospitals,Chennai,Metro,75.0,Practo,500
Dr. A Dorairajan,Orthopedist,37,Billroth Hospitals,Chennai,Metro,92.0,Practo,700
Dr. K. Velmurugan,Orthopedist,24,Prime Indian Hospitals,Chennai,Metro,94.0,Practo,500
Dr. Narayanan V L,Orthopedist,18,Hycare Hospitals,Chennai,Metro,100.0,Practo,600
Dr. S.S. Kumar,Orthopedist,33,Astra Ortho N Spine Center,Chennai,Metro,96.0,Practo,600
Dr. K C Mohan,Orthopedist,16,SRM Prime Hospital,Chennai,Metro,100.0,Practo,600
Dr. Sandeep Singh,Orthopedist,30,Cronus Multispeciality Hospital,Delhi,Metro,88.0,Practo,1000
Dr. Ankit Gupta,Orthopedist,24,SRG Speciality Hospital,Delhi,Metro,94.0,Practo,800
Dr. Rahul Sharma,Orthopedist,17,Sawan Neelu Angels Nursing Home,Delhi,Metro,96.0,Practo,1500
Dr. Ritesh Kumar,Orthopedist,20,Metro Hospital and Cancer Institute,Delhi,Metro,80.0,Practo,1000
Dr. Aditya Sharma,Orthopedist,19,Epitome Kidney Urology And Lions Hospital,Delhi,Metro,88.0,Practo,1000
Dr. Arun Jain,Orthopedist,41,Muni Maya Ram Jain Hospital,Delhi,Metro,92.0,Practo,500
Dr. Mandeep Singh,Orthopedist,26,SCI International Hospital,Delhi,Metro,86.0,Practo,1500
Dr. Himanshu Gupta,Orthopedist,19,Center For Sports Injury,Delhi,Metro,95.0,Practo,1000
Dr. Abhishek Kumar Mishra,Orthopedist,29,MASSH,Delhi,Metro,97.0,Practo,1200
Dr. Shuvendu Prosad Roy,Orthopedist,28,Aashlok Hospital,Delhi,Metro,75.0,Practo,1000
Dr. Somanna Malchira,Orthopedist,20,Aster CMI Hospital,Bangalore,Metro,94.0,Practo,1200
Dr. Krishna Prasad,Orthopedist,40,HOSMAT Hospital,Bangalore,Metro,90.0,Practo,600
Dr. Nithin Patel,Orthopedist,20,Trilife Hospital,Bangalore,Metro,100.0,Practo,1000
Dr. Mohan M.R,Orthopedist,24,Nano Hospitals,Bangalore,Metro,93.0,Practo,500
Dr. Abdul Hadi Shareef,Orthopedist,25,Regal Hospital,Bangalore,Metro,89.0,Practo,800
Dr. Ravishankar D,Orthopedist,30,HOSMAT Hospital,Bangalore,Metro,100.0,Practo,600
Dr. Ashish Philip Zachariah,Orthopedist,17,Aster CMI Hospital,Bangalore,Metro,75.0,Practo,1200
Dr. Subodh M Shetty,Orthopedist,33,SRV Agadi Hospital,Bangalore,Metro,90.0,Practo,800
Dr. Prashanth Nagaraj,Orthopedist,27,Even Hospitals,Bangalore,Metro,67.0,Practo,300
Dr. Thirumalesh K Reddy,Orthopedist,31,Aster CMI Hospital,Bangalore,Metro,86.0,Practo,1200
Dr. Kapil Mohan,Orthopedist,23,Aditi Hospital,Mumbai,Metro,92.0,Practo,1500
Dr. Shailendra Patil,Orthopedist,26,Aditi Hospital,Mumbai,Metro,97.0,Practo,2000
Dr. Samir Pilankar,Orthopedist,31,Sujay Hospital,Mumbai,Metro,95.0,Practo,2000
Dr. Ladkat Kiran M,Orthopedist,23,Mangal Anand Hospital,Mumbai,Metro,100.0,Practo,1600
Dr. Haresh H Manglani,Orthopedist,37,Sudhanshu Hospital & ICCU,Mumbai,Metro,75.0,Practo,2000
Dr. Sanjay Singh,Orthopedist,21,Mangal Anand Hospital,Mumbai,Metro,89.0,Practo,1600
Dr. Tejas Upasani,Orthopedist,27,USSH,Mumbai,Metro,86.0,Practo,2600
Dr. Rajesh Dharmarajan,Orthopedist,17,Garg Multispeciality Hospital,Mumbai,Metro,95.0,Practo,2000
Dr. Satyen Mehta,Orthopedist,26,Surana Sethia Hospital and Research Center,Mumbai,Metro,97.0,Practo,2500
Dr. Mihirgiri I Goswami,Orthopedist,25,Platinum Hospital,Mumbai,Metro,89.0,Practo,2000
Dr. Yash Shah,Orthopedist,10,Bodyline Hospital,Ahmedabad,Non-Metro,100.0,Practo,600
Dr. Prateek Joshi,Orthopedist,17,Atharva Orthopaedic Superspeciality Hospital,Ahmedabad,Non-Metro,100.0,Practo,600
Dr. Jaimin Vaishnav,Orthopedist,8,Uro Cure Hospital,Ahmedabad,Non-Metro,95.0,Practo,700
Dr. Ruchir Patel,Orthopedist,11,Ortho D Hospital,Ahmedabad,Non-Metro,100.0,Practo,700
Dr. Asit Bhoyar,Orthopedist,12,Shalby Multispeciality Hospital,Ahmedabad,Non-Metro,100.0,Practo,1000
Dr. Darshan Bachani,Orthopedist,17,Apollo Hospital,Ahmedabad,Non-Metro,95.0,Practo,900
Dr. Pulin Shah,Orthopedist,37,Shilp Hospital,Ahmedabad,Non-Metro,96.0,Practo,1500
Dr. Susmita Choudhary,Orthopedist,9,Dr. Sushmita's Dental Clinic,Ahmedabad,Non-Metro,100.0,Practo,500
Dr. Maulik Patwa,Orthopedist,29,Zydus Hospital,Ahmedabad,Non-Metro,100.0,Practo,0
Dr. Niraj B Vasavada,Orthopedist,22,Shalby Hospitals,Ahmedabad,Non-Metro,75.0,Practo,1000
Dr. Siddharth Aggarwal,Orthopedist,22,Golden Clinics,Chandigarh,Non-Metro,99.0,Practo,700
Dr. Varun Aggarwal,Orthopedist,24,Golden Clinics,Chandigarh,Non-Metro,98.0,Practo,700
Dr. Jaspreet Singh Sran,Orthopedist,28,Sukhvarsha Orthopedic Clinic,Chandigarh,Non-Metro,97.0,Practo,300
Dr. Manpal Singh Narula,Orthopedist,30,Apollo Clinic,Chandigarh,Non-Metro,93.0,Practo,500
Dr. Vineet Sharma,Orthopedist,25,Advanced Hip & Knee Clinic,Chandigarh,Non-Metro,97.0,Practo,700
Dr. Manit Arora,Orthopedist,12,Dr Arora's Orthopaedics and Sports Medicine,Chandigarh,Non-Metro,96.0,Practo,500
Dr. Rajinder K Sharma,Orthopedist,46,Sarhind Orthopaedic Multispeciality Medical Centre,Chandigarh,Non-Metro,92.0,Practo,750
Dr. Aseem Goyal,Orthopedist,16,Prime Healthcare,Chandigarh,Non-Metro,100.0,Practo,800
Dr. Gaurav Sawhney,Orthopedist,31,Bone Joint & Spine Clinic,Chandigarh,Non-Metro,98.0,Practo,800
Dr. Arvinder Singh Bhatia,Orthopedist,36,Dr. Bhatia's Bone and Joint Care Clinic,Chandigarh,Non-Metro,73.0,Practo,700
Dr. Vineesh Niranjan,Orthopedist,24,Niranjan Aarogya Niketan and Research Centre,Patna,Non-Metro,95.0,Practo,500
Dr. Sujit Kumar,Orthopedist,13,Medstar Hospital,Patna,Non-Metro,96.0,Practo,500
Dr. Amit Sinha,Orthopedist,11,Big Apollo Spectra Multi Speciality Hospital,Patna,Non-Metro,100.0,Practo,750
Dr. Pankaj Kumar Verma,Orthopedist,13,Big Apollo Spectra Multi Speciality Hospital,Patna,Non-Metro,95.0,Practo,750
Dr. Anand Gupta,Orthopedist,14,Gupta Clinic,Patna,Non-Metro,100.0,Practo,500
Dr. Saurabh Sharma,Orthopedist,15,Meera Karuna Hospital,Patna,Non-Metro,100.0,Practo,400
Dr. Anand Bhushan,Orthopedist,13,Big Apollo Spectra Multi Speciality Hospital,Patna,Non-Metro,95.0,Practo,750
Dr. Shamsul Hoda,Orthopedist,25,Ortho World,Patna,Non-Metro,87.0,Practo,500
Dr. Saurabh Chaudhary,Orthopedist,20,Ortho & Skin Care Clinic,Patna,Non-Metro,100.0,Practo,400
Dr. H. N. Sinha,Orthopedist,56,Dr. H. N. Sinha Clinic,Patna,Non-Metro,80.0,Practo,700
Dr. A S Pandey,Orthopedist,24,Vistaar Ortho Clinic,Lucknow,Non-Metro,89.0,Practo,700
Dr. Shivendra Srivastava,Orthopedist,26,Shivendra's Ortho Clinic,Lucknow,Non-Metro,90.0,Practo,600
Dr. CP Gupta,Orthopedist,16,Adya Multi,Lucknow,Non-Metro,85.0,Practo,500
Dr. Shivendra Singh,Orthopedist,14,Medicare Polyclinic,Lucknow,Non-Metro,100.0,Practo,800
Dr. Afzaal Ansari,Orthopedist,20,S S Orthopedic Centre,Lucknow,Non-Metro,89.0,Practo,650
Dr. Shubham Kejriwal,Orthopedist,15,Kejriwal Clinic ,Lucknow,Non-Metro,98.0,Practo,700
Dr. Narinder Kumar,Orthopedist,34,Max Super Speciality Hospital,Lucknow,Non-Metro,100.0,Practo,1000
Dr. Rishabh Jaiswal,Orthopedist,11,Max Super Speciality Hospital,Lucknow,Non-Metro,100.0,Practo,700
Dr. Divyanshu Dutt Dwivedi,Orthopedist,14,Max Super Speciality Hospital,Lucknow,Non-Metro,100.0,Practo,800
Dr. Rahul Singh,Orthopedist,17,Grammont Shoulder And Knee Clinic,Lucknow,Non-Metro,95.0,Practo,700
Dr. Aniket  Patil,Orthopedist,22,Noble Hospital,Pune,Non-Metro,97.0,Practo,700
Dr. Pravin Waghmare,Orthopedist,20,Jeevan Jyoti Superspeciality Hospital,Pune,Non-Metro,95.0,Practo,1200
Dr. Purandare Mayur,Orthopedist,20,Lifepoint Multispeciality Hospital,Pune,Non-Metro,90.0,Practo,950
Dr. Vivek Bonde,Orthopedist,29,Lifepoint Multispeciality Hospital,Pune,Non-Metro,100.0,Practo,1500
Dr. Shrirang Kulkarni,Orthopedist,27,Medicover Hospital,Pune,Non-Metro,92.0,Practo,500
Dr. Abhijit Ranaware,Orthopedist,17,Noble Hospital,Pune,Non-Metro,57.0,Practo,700
Dr. Vishal Chaudhari,Orthopedist,20,Noble Hospital,Pune,Non-Metro,57.0,Practo,850
Dr. Ashutosh Sabnis,Orthopedist,23,Pawar Multispeciality Hospital,Pune,Non-Metro,100.0,Practo,1300
Dr. Amrut Oswal,Orthopedist,45,Pawar Multispeciality Hospital,Pune,Non-Metro,50.0,Practo,1200
Dr. Chavan Sanjay Vishnu,Orthopedist,22,Sharvari Hospital,Pune,Non-Metro,50.0,Practo,800
Dr. Sridhar Gangavarapu,Orthopedist,22,Medicover Hospitals ,Visakhapatnam,Non-Metro,100.0,Practo,500
Dr. B V R N Varma,Orthopedist,27,"OMNI Hospitals, Visakhapatnam",Visakhapatnam,Non-Metro,100.0,Practo,600
Dr. Pratap Reddy A,Orthopedist,33,Medicover Hospitals ,Visakhapatnam,Non-Metro,88.0,Practo,500
Dr. KS Praveen Kumar,Orthopedist,26,Care Hospital,Visakhapatnam,Non-Metro,100.0,Practo,650
Dr. Ravi Chandra Vattipalli,Orthopedist,21,Care Hospital,Visakhapatnam,Non-Metro,100.0,Practo,650
Dr. Ponduru Sharat Ram,Orthopedist,20,Medicover Hospitals ,Visakhapatnam,Non-Metro,100.0,Practo,600
Dr. Jallu Kalyan Chakravarthy,Orthopedist,18,Care Hospital,Visakhapatnam,Non-Metro,95.0,Practo,650
Dr. Sodavarapu Praveen,Orthopedist,13,Medicover Hospitals ,Visakhapatnam,Non-Metro,95.0,Practo,500
Dr. Varaha Satya Vinay Nimmakayala,Orthopedist,11,Medicover Hospitals ,Visakhapatnam,Non-Metro,95.0,Practo,500
Dr. B Mohan Kalyan Phaniteja,Orthopedist,12,"OMNI Hospitals, Visakhapatnam",Visakhapatnam,Non-Metro,95.0,Practo,500
Dr. Aman Khanna,Neurologist,10,Fortis Hospital,Chandigarh,Non-Metro,97.0,Practo,1200
Dr. Rakesh Verma,Neurologist,15,Max Super Speciality,Chandigarh,Non-Metro,66.0,Practo,2000
Dr. Neha Kapoor,Neurologist,7,Alchemist Hospital,Chandigarh,Non-Metro,90.0,Practo,900
Dr. Pooja Arora,Neurologist,17,IVY Hospital,Chandigarh,Non-Metro,62.0,Practo,2500
Dr. Manish Bansal,Neurologist,4,Paras Hospital,Chandigarh,Non-Metro,90.0,Practo,800
Dr. Rajat Mehta,Cardiologist,12,Fortis Hospital,Chandigarh,Non-Metro,66.0,Practo,700
Dr. Kunal Sharma,Cardiologist,8,Max Super Speciality,Chandigarh,Non-Metro,59.0,Practo,1200
Dr. Vivek Suri,Cardiologist,5,Alchemist Hospital,Chandigarh,Non-Metro,89.0,Practo,500
Dr. Nitin Malhotra,Cardiologist,16,IVY Hospital,Chandigarh,Non-Metro,64.0,Practo,1500
Dr. Sameer Batra,Cardiologist,18,Paras Hospital,Chandigarh,Non-Metro,68.0,Practo,1300
Dr. Abhishek Jain,Cardiologist,9,Cloudnine Hospital,Chandigarh,Non-Metro,72.0,Practo,800
Dr. Rohit Tandon,Cardiologist,2,Silver Oaks Hospital,Chandigarh,Non-Metro,90.0,Practo,900
Dr. Gaurav Arora,Cardiologist,14,Hope Clinic,Chandigarh,Non-Metro,82.0,Practo,1000
Dr. Anil Kumar,Cardiologist,4,Apollo Hospital,Bangalore,Metro,74.0,Practo,800
